,s_id,semester,average,class_pr,dept_pr,學院,科系,參加社團,系學會社團,學術型社團,康樂性社團,聯誼性社團,服務性社團,club_id,assistant_manager_flag,manager_flag
1267,1ae82bd752d229801ddc21cbd7faa821,1032,80.56,71.0,71.0,理學院,理學院學士班,Y,N,N,Y,Y,N,D011,N,N
1268,1ae82bd752d229801ddc21cbd7faa821,1041,83.0,56.0,56.0,理學院,理學院學士班,Y,N,N,Y,Y,N,D011,N,N
1269,1ae82bd752d229801ddc21cbd7faa821,1042,77.63,31.0,31.0,理學院,理學院學士班,Y,N,N,Y,Y,N,D011,N,N
1270,1ae82bd752d229801ddc21cbd7faa821,1051,89.7,95.0,95.0,理學院,理學院學士班,Y,N,N,Y,Y,N,D011,N,N
1271,1ae82bd752d229801ddc21cbd7faa821,1052,68.33,0.0,0.0,理學院,理學院學士班,Y,N,N,Y,Y,N,D011,N,N
1272,1afcdad7289e8d6db89e851a6896b1d1,1021,58.48,5.0,5.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1273,1afcdad7289e8d6db89e851a6896b1d1,1022,68.67,16.0,16.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1274,1afcdad7289e8d6db89e851a6896b1d1,1031,65.1,28.0,28.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1275,1afcdad7289e8d6db89e851a6896b1d1,1032,54.89,12.0,12.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1276,1afcdad7289e8d6db89e851a6896b1d1,1041,72.78,29.0,29.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1277,1afcdad7289e8d6db89e851a6896b1d1,1042,64.63,12.0,12.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1278,1afcdad7289e8d6db89e851a6896b1d1,1051,80.67,39.0,39.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1279,1afcdad7289e8d6db89e851a6896b1d1,1052,78.71,45.0,45.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1280,1b23fb9566ce48704d46481e7724e64b,1021,80.75,28.0,28.0,文學院,英美語文學系,Y,Y,N,N,Y,N,C006,N,N
1281,1b23fb9566ce48704d46481e7724e64b,1022,81.52,27.0,27.0,文學院,英美語文學系,Y,Y,N,N,Y,N,C006,N,N
1282,1b23fb9566ce48704d46481e7724e64b,1031,74.89,7.0,7.0,文學院,英美語文學系,Y,Y,N,N,Y,N,C006,N,N
1283,1b23fb9566ce48704d46481e7724e64b,1032,73.35,9.0,9.0,文學院,英美語文學系,Y,Y,N,N,Y,N,C006,N,N
1284,1b23fb9566ce48704d46481e7724e64b,1041,80.16,29.0,29.0,文學院,英美語文學系,Y,Y,N,N,Y,N,C006,N,N
1285,1b23fb9566ce48704d46481e7724e64b,1042,81.67,26.0,26.0,文學院,英美語文學系,Y,Y,N,N,Y,N,C006,N,N
1286,1b23fb9566ce48704d46481e7724e64b,1051,82.92,43.0,43.0,文學院,英美語文學系,Y,Y,N,N,Y,N,C006,N,N
1287,1b23fb9566ce48704d46481e7724e64b,1052,81.31,32.0,32.0,文學院,英美語文學系,Y,Y,N,N,Y,N,C006,N,N
1288,1b563dbeea26d3f1e124a00bb6dcc77a,1021,70.45,20.0,15.0,地球科學學院,大氣科學學系,Y,Y,N,N,N,N,A010,N,N
1289,1b563dbeea26d3f1e124a00bb6dcc77a,1022,76.78,50.0,45.0,地球科學學院,大氣科學學系,Y,Y,N,N,N,N,A010,N,N
1290,1b563dbeea26d3f1e124a00bb6dcc77a,1031,65.58,34.0,22.0,地球科學學院,大氣科學學系,Y,Y,N,N,N,N,A010,N,N
1291,1b563dbeea26d3f1e124a00bb6dcc77a,1032,67.33,33.0,23.0,地球科學學院,大氣科學學系,Y,Y,N,N,N,N,A010,N,N
1292,1b563dbeea26d3f1e124a00bb6dcc77a,1041,68.58,19.0,24.0,地球科學學院,大氣科學學系,Y,Y,N,N,N,N,A010,N,N
1293,1b563dbeea26d3f1e124a00bb6dcc77a,1042,61.69,13.0,12.0,地球科學學院,大氣科學學系,Y,Y,N,N,N,N,A010,N,N
1294,1b563dbeea26d3f1e124a00bb6dcc77a,1051,77.33,29.0,28.0,地球科學學院,大氣科學學系,Y,Y,N,N,N,N,A010,N,N
1295,1b563dbeea26d3f1e124a00bb6dcc77a,1052,66.0,24.0,18.0,地球科學學院,大氣科學學系,Y,Y,N,N,N,N,A010,N,N
1296,1b57a343a502dc33b0e28844d8a1f2d4,1021,68.67,28.0,28.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1297,1b57a343a502dc33b0e28844d8a1f2d4,1022,69.36,19.0,19.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1298,1b57a343a502dc33b0e28844d8a1f2d4,1031,62.11,16.0,16.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1299,1b57a343a502dc33b0e28844d8a1f2d4,1032,70.42,47.0,47.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1300,1b57a343a502dc33b0e28844d8a1f2d4,1041,75.05,45.0,45.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1301,1b57a343a502dc33b0e28844d8a1f2d4,1042,75.56,38.0,38.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1302,1b57a343a502dc33b0e28844d8a1f2d4,1051,67.7,13.0,13.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1303,1b57a343a502dc33b0e28844d8a1f2d4,1052,65.38,21.0,21.0,生醫理工學院,生命科學系,Y,Y,N,N,N,N,A018,N,N
1304,1b684147da6ecb98d547fb74884b2795,1021,75.91,12.0,12.0,文學院,中國文學系,Y,Y,N,N,N,N,A001,N,N
1305,1b684147da6ecb98d547fb74884b2795,1022,69.63,13.0,13.0,文學院,中國文學系,Y,Y,N,N,N,N,A001,N,N
1306,1b684147da6ecb98d547fb74884b2795,1031,64.53,6.0,6.0,文學院,中國文學系,Y,Y,N,N,N,N,A001,N,N
1307,1b684147da6ecb98d547fb74884b2795,1032,79.68,34.0,34.0,文學院,中國文學系,Y,Y,N,N,N,N,A001,N,N
1308,1b684147da6ecb98d547fb74884b2795,1041,75.73,20.0,20.0,文學院,中國文學系,Y,Y,N,N,N,N,A001,N,N
1309,1b684147da6ecb98d547fb74884b2795,1042,72.22,13.0,13.0,文學院,中國文學系,Y,Y,N,N,N,N,A001,N,N
1310,1b684147da6ecb98d547fb74884b2795,1051,74.55,23.0,23.0,文學院,中國文學系,Y,Y,N,N,N,N,A001,N,N
1311,1b684147da6ecb98d547fb74884b2795,1052,78.2,28.0,28.0,文學院,中國文學系,Y,Y,N,N,N,N,A001,N,N
1312,1c27076b1bd268c9508edbe7f88e634d,1021,78.35,31.0,31.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1313,1c27076b1bd268c9508edbe7f88e634d,1022,67.43,9.0,10.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1314,1c27076b1bd268c9508edbe7f88e634d,1031,68.45,17.0,14.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1315,1c27076b1bd268c9508edbe7f88e634d,1032,71.43,12.0,17.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1316,1c27076b1bd268c9508edbe7f88e634d,1041,81.38,31.0,36.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1317,1c27076b1bd268c9508edbe7f88e634d,1042,85.75,56.0,56.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1318,1c27076b1bd268c9508edbe7f88e634d,1051,90.0,81.0,82.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1319,1c27076b1bd268c9508edbe7f88e634d,1052,79.0,26.0,22.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1320,1c2bd447c91efcddec37d3e52dffb8ef,1021,83.41,82.0,82.0,地球科學學院,地球科學學系,Y,N,N,N,Y,N,C013,Y,N
1321,1c2bd447c91efcddec37d3e52dffb8ef,1022,79.63,70.0,70.0,地球科學學院,地球科學學系,Y,N,N,N,Y,N,C013,Y,N
1322,1c2bd447c91efcddec37d3e52dffb8ef,1031,66.89,21.0,21.0,地球科學學院,地球科學學系,Y,N,N,N,Y,N,C013,Y,N
1323,1c2bd447c91efcddec37d3e52dffb8ef,1032,83.42,69.0,69.0,地球科學學院,地球科學學系,Y,N,N,N,Y,N,C013,Y,N
1324,1c2bd447c91efcddec37d3e52dffb8ef,1041,81.95,63.0,63.0,地球科學學院,地球科學學系,Y,N,N,N,Y,N,C013,Y,N
1325,1c2bd447c91efcddec37d3e52dffb8ef,1042,87.0,80.0,80.0,地球科學學院,地球科學學系,Y,N,N,N,Y,N,C013,Y,N
1326,1c2bd447c91efcddec37d3e52dffb8ef,1051,82.14,51.0,51.0,地球科學學院,地球科學學系,Y,N,N,N,Y,N,C013,Y,N
1327,1c2bd447c91efcddec37d3e52dffb8ef,1052,85.2,69.0,69.0,地球科學學院,地球科學學系,Y,N,N,N,Y,N,C013,Y,N
1328,1c88c4fd65f54669bb6b77fac3c8448c,1021,83.27,87.0,91.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
1329,1c88c4fd65f54669bb6b77fac3c8448c,1022,76.83,70.0,70.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
1330,1c88c4fd65f54669bb6b77fac3c8448c,1031,69.88,29.0,36.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
1331,1c88c4fd65f54669bb6b77fac3c8448c,1032,74.37,36.0,38.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
1332,1c88c4fd65f54669bb6b77fac3c8448c,1041,82.29,35.0,46.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
1333,1c88c4fd65f54669bb6b77fac3c8448c,1042,82.3,38.0,46.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
1334,1c88c4fd65f54669bb6b77fac3c8448c,1051,71.36,15.0,15.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
1335,1c88c4fd65f54669bb6b77fac3c8448c,1052,72.2,36.0,30.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
1336,1c8d113b94b75046335381d8448d1d3a,1021,70.56,20.0,21.0,資訊電機學院,資訊工程學系,N,N,N,N,N,N,,,
1337,1c8d113b94b75046335381d8448d1d3a,1022,65.36,9.0,7.0,資訊電機學院,資訊工程學系,N,N,N,N,N,N,,,
1338,1c8d113b94b75046335381d8448d1d3a,1031,62.76,16.0,13.0,資訊電機學院,資訊工程學系,N,N,N,N,N,N,,,
1339,1c8d113b94b75046335381d8448d1d3a,1032,74.57,25.0,26.0,資訊電機學院,資訊工程學系,N,N,N,N,N,N,,,
1340,1c8d113b94b75046335381d8448d1d3a,1041,67.95,11.0,15.0,資訊電機學院,資訊工程學系,N,N,N,N,N,N,,,
1341,1c8d113b94b75046335381d8448d1d3a,1042,69.13,9.0,11.0,資訊電機學院,資訊工程學系,N,N,N,N,N,N,,,
1342,1c8d113b94b75046335381d8448d1d3a,1051,73.27,22.0,24.0,資訊電機學院,資訊工程學系,N,N,N,N,N,N,,,
1343,1c8d113b94b75046335381d8448d1d3a,1052,74.5,36.0,29.0,資訊電機學院,資訊工程學系,N,N,N,N,N,N,,,
1344,1cb874d06cb7285da6fcdeca1a4cabe1,1021,72.24,26.0,36.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,Y,A004,N,N
1345,1cb874d06cb7285da6fcdeca1a4cabe1,1022,54.4,7.0,5.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,Y,A004,N,N
1346,1cb874d06cb7285da6fcdeca1a4cabe1,1031,61.06,9.0,10.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,Y,A004,N,N
1347,1cb874d06cb7285da6fcdeca1a4cabe1,1032,67.19,24.0,21.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,Y,A004,N,N
1348,1cb874d06cb7285da6fcdeca1a4cabe1,1041,73.59,23.0,17.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,Y,A004,N,N
1349,1cb874d06cb7285da6fcdeca1a4cabe1,1042,68.67,4.0,8.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,Y,A004,N,N
1350,1cb874d06cb7285da6fcdeca1a4cabe1,1051,73.18,19.0,19.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,Y,A004,N,N
1351,1cb874d06cb7285da6fcdeca1a4cabe1,1052,80.8,55.0,57.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,Y,A004,N,N
1352,1cd3304b3ae2a694397ca19b91d38b88,1021,85.43,96.0,96.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
1353,1cd3304b3ae2a694397ca19b91d38b88,1022,85.48,94.0,94.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
1354,1cd3304b3ae2a694397ca19b91d38b88,1031,81.1,77.0,77.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
1355,1cd3304b3ae2a694397ca19b91d38b88,1032,75.94,62.0,62.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
1356,1cd3304b3ae2a694397ca19b91d38b88,1041,88.06,92.0,92.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
1357,1cd3304b3ae2a694397ca19b91d38b88,1042,85.06,84.0,84.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
1358,1cd3304b3ae2a694397ca19b91d38b88,1051,89.4,96.0,96.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
1359,1cd3304b3ae2a694397ca19b91d38b88,1052,90.7,95.0,95.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
1360,1cdd3b164648b3e6f601c4cef1bd0ea7,1021,69.18,17.0,19.0,工學院,機械工程學系,Y,Y,N,Y,Y,N,C013,Y,N
1361,1cdd3b164648b3e6f601c4cef1bd0ea7,1022,59.67,6.0,10.0,工學院,機械工程學系,Y,Y,N,Y,Y,N,C013,Y,N
1362,1cdd3b164648b3e6f601c4cef1bd0ea7,1031,56.73,12.0,12.0,工學院,機械工程學系,Y,Y,N,Y,Y,N,C013,Y,N
1363,1cdd3b164648b3e6f601c4cef1bd0ea7,1032,64.44,13.0,18.0,工學院,機械工程學系,Y,Y,N,Y,Y,N,C013,Y,N
1364,1cdd3b164648b3e6f601c4cef1bd0ea7,1041,76.08,65.0,69.0,工學院,機械工程學系,Y,Y,N,Y,Y,N,C013,Y,N
1365,1cdd3b164648b3e6f601c4cef1bd0ea7,1042,75.81,55.0,58.0,工學院,機械工程學系,Y,Y,N,Y,Y,N,C013,Y,N
1366,1cdd3b164648b3e6f601c4cef1bd0ea7,1051,83.29,74.0,75.0,工學院,機械工程學系,Y,Y,N,Y,Y,N,C013,Y,N
1367,1cdd3b164648b3e6f601c4cef1bd0ea7,1052,83.57,70.0,81.0,工學院,機械工程學系,Y,Y,N,Y,Y,N,C013,Y,N
1368,1cedaec49f0025d8d88532c1d9bb1e49,1021,74.95,42.0,42.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
1369,1cedaec49f0025d8d88532c1d9bb1e49,1022,70.26,33.0,33.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
1370,1cedaec49f0025d8d88532c1d9bb1e49,1031,66.05,27.0,27.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
1371,1cedaec49f0025d8d88532c1d9bb1e49,1032,61.89,24.0,24.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
1372,1cedaec49f0025d8d88532c1d9bb1e49,1041,70.74,35.0,35.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
1373,1cedaec49f0025d8d88532c1d9bb1e49,1042,77.8,38.0,38.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
1374,1cedaec49f0025d8d88532c1d9bb1e49,1051,82.43,56.0,56.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
1375,1cedaec49f0025d8d88532c1d9bb1e49,1052,74.21,32.0,32.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
1376,1d8e07000905d828b445d6e3511f17eb,1021,65.91,10.0,9.0,工學院,機械工程學系,Y,Y,N,Y,N,N,D010,N,N
1377,1d8e07000905d828b445d6e3511f17eb,1022,69.93,36.0,39.0,工學院,機械工程學系,Y,Y,N,Y,N,N,D010,N,N
1378,1d8e07000905d828b445d6e3511f17eb,1031,52.41,2.0,4.0,工學院,機械工程學系,Y,Y,N,Y,N,N,D010,N,N
1379,1d8e07000905d828b445d6e3511f17eb,1032,67.5,29.0,28.0,工學院,機械工程學系,Y,Y,N,Y,N,N,D010,N,N
1380,1d8e07000905d828b445d6e3511f17eb,1041,65.67,27.0,26.0,工學院,機械工程學系,Y,Y,N,Y,N,N,D010,N,N
1381,1d8e07000905d828b445d6e3511f17eb,1042,69.04,16.0,26.0,工學院,機械工程學系,Y,Y,N,Y,N,N,D010,N,N
1382,1d8e07000905d828b445d6e3511f17eb,1051,67.4,24.0,15.0,工學院,機械工程學系,Y,Y,N,Y,N,N,D010,N,N
1383,1d8e07000905d828b445d6e3511f17eb,1052,80.8,66.0,65.0,工學院,機械工程學系,Y,Y,N,Y,N,N,D010,N,N
1384,1dc56244ff35677b95663c0408d51507,1021,72.58,28.0,38.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,N,A004,N,N
1385,1dc56244ff35677b95663c0408d51507,1022,76.9,70.0,72.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,N,A004,N,N
1386,1dc56244ff35677b95663c0408d51507,1031,83.31,80.0,76.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,N,A004,N,N
1387,1dc56244ff35677b95663c0408d51507,1032,73.48,37.0,36.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,N,A004,N,N
1388,1dc56244ff35677b95663c0408d51507,1041,76.54,34.0,26.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,N,A004,N,N
1389,1dc56244ff35677b95663c0408d51507,1042,83.69,63.0,55.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,N,A004,N,N
1390,1dc56244ff35677b95663c0408d51507,1051,71.67,17.0,17.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,N,A004,N,N
1391,1dc56244ff35677b95663c0408d51507,1052,73.5,27.0,32.0,資訊電機學院,電機工程學系,Y,Y,N,Y,N,N,A004,N,N
1392,1e7e2a61e92dc22aa3df54112c206c1e,1021,77.7,31.0,31.0,管理學院,財務金融學系,Y,Y,N,Y,N,N,A017,N,N
1393,1e7e2a61e92dc22aa3df54112c206c1e,1022,75.83,44.0,44.0,管理學院,財務金融學系,Y,Y,N,Y,N,N,A017,N,N
1394,1e7e2a61e92dc22aa3df54112c206c1e,1031,69.41,29.0,29.0,管理學院,財務金融學系,Y,Y,N,Y,N,N,A017,N,N
1395,1e7e2a61e92dc22aa3df54112c206c1e,1032,75.88,48.0,48.0,管理學院,財務金融學系,Y,Y,N,Y,N,N,A017,N,N
1396,1e7e2a61e92dc22aa3df54112c206c1e,1041,68.24,21.0,21.0,管理學院,財務金融學系,Y,Y,N,Y,N,N,A017,N,N
1397,1e7e2a61e92dc22aa3df54112c206c1e,1042,70.17,18.0,18.0,管理學院,財務金融學系,Y,Y,N,Y,N,N,A017,N,N
1398,1e7e2a61e92dc22aa3df54112c206c1e,1051,79.62,38.0,38.0,管理學院,財務金融學系,Y,Y,N,Y,N,N,A017,N,N
1399,1e7e2a61e92dc22aa3df54112c206c1e,1052,68.95,22.0,22.0,管理學院,財務金融學系,Y,Y,N,Y,N,N,A017,N,N
1400,1ea33b5b9f8873738714956a2498e7fb,1021,82.71,90.0,90.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,D005,N,N
1401,1ea33b5b9f8873738714956a2498e7fb,1022,75.76,49.0,49.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,D005,N,N
1402,1ea33b5b9f8873738714956a2498e7fb,1031,79.6,73.0,73.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,D005,N,N
1403,1ea33b5b9f8873738714956a2498e7fb,1032,79.82,81.0,81.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,D005,N,N
1404,1ea33b5b9f8873738714956a2498e7fb,1041,83.41,79.0,79.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,D005,N,N
1405,1ea33b5b9f8873738714956a2498e7fb,1042,83.44,78.0,78.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,D005,N,N
1406,1ea33b5b9f8873738714956a2498e7fb,1051,85.78,88.0,88.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,D005,N,N
1407,1ea33b5b9f8873738714956a2498e7fb,1052,83.38,61.0,61.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,D005,N,N
1408,1ed3ae6bb2a8587b3f8d6275beac3660,1021,78.32,55.0,56.0,資訊電機學院,資訊工程學系,Y,N,Y,N,N,Y,B025,N,N
1409,1ed3ae6bb2a8587b3f8d6275beac3660,1022,85.0,80.0,84.0,資訊電機學院,資訊工程學系,Y,N,Y,N,N,Y,B025,N,N
1410,1ed3ae6bb2a8587b3f8d6275beac3660,1031,77.5,48.0,57.0,資訊電機學院,資訊工程學系,Y,N,Y,N,N,Y,B025,N,N
1411,1ed3ae6bb2a8587b3f8d6275beac3660,1032,77.0,36.0,38.0,資訊電機學院,資訊工程學系,Y,N,Y,N,N,Y,B025,N,N
1412,1ed3ae6bb2a8587b3f8d6275beac3660,1041,72.32,33.0,28.0,資訊電機學院,資訊工程學系,Y,N,Y,N,N,Y,B025,N,N
1413,1ed3ae6bb2a8587b3f8d6275beac3660,1042,80.11,42.0,43.0,資訊電機學院,資訊工程學系,Y,N,Y,N,N,Y,B025,N,N
1414,1ed3ae6bb2a8587b3f8d6275beac3660,1051,80.78,53.0,57.0,資訊電機學院,資訊工程學系,Y,N,Y,N,N,Y,B025,N,N
1415,1ed3ae6bb2a8587b3f8d6275beac3660,1052,81.2,49.0,56.0,資訊電機學院,資訊工程學系,Y,N,Y,N,N,Y,B025,N,N
1416,1ef19102d8324456d90b162c5d734eb7,1021,74.65,35.0,31.0,管理學院,資訊管理學系,Y,N,N,Y,Y,N,C014,N,N
1417,1ef19102d8324456d90b162c5d734eb7,1022,70.09,35.0,33.0,管理學院,資訊管理學系,Y,N,N,Y,Y,N,C014,N,N
1418,1ef19102d8324456d90b162c5d734eb7,1031,67.06,28.0,22.0,管理學院,資訊管理學系,Y,N,N,Y,Y,N,C014,N,N
1419,1ef19102d8324456d90b162c5d734eb7,1032,70.95,28.0,27.0,管理學院,資訊管理學系,Y,N,N,Y,Y,N,C014,N,N
1420,1ef19102d8324456d90b162c5d734eb7,1041,67.67,10.0,10.0,管理學院,資訊管理學系,Y,N,N,Y,Y,N,C014,N,N
1421,1ef19102d8324456d90b162c5d734eb7,1042,76.94,32.0,31.0,管理學院,資訊管理學系,Y,N,N,Y,Y,N,C014,N,N
1422,1ef19102d8324456d90b162c5d734eb7,1051,75.0,11.0,9.0,管理學院,資訊管理學系,Y,N,N,Y,Y,N,C014,N,N
1423,1ef19102d8324456d90b162c5d734eb7,1052,55.11,8.0,4.0,管理學院,資訊管理學系,Y,N,N,Y,Y,N,C014,N,N
1424,1f0ee0f10e3f7ce57649b40d1302dfd4,1021,75.29,19.0,21.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1425,1f0ee0f10e3f7ce57649b40d1302dfd4,1022,73.7,30.0,30.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1426,1f0ee0f10e3f7ce57649b40d1302dfd4,1031,74.19,42.0,40.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1427,1f0ee0f10e3f7ce57649b40d1302dfd4,1032,77.21,42.0,40.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1428,1f0ee0f10e3f7ce57649b40d1302dfd4,1041,81.65,35.0,38.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1429,1f0ee0f10e3f7ce57649b40d1302dfd4,1042,85.29,52.0,54.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1430,1f0ee0f10e3f7ce57649b40d1302dfd4,1051,78.4,19.0,17.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1431,1f0ee0f10e3f7ce57649b40d1302dfd4,1052,81.74,33.0,33.0,管理學院,企業管理學系,N,N,N,N,N,N,,,
1432,1f4db8abb8fe7c277fe8ef5ec0cbb695,1021,83.86,56.0,56.0,文學院,中國文學系,Y,Y,Y,N,N,Y,A001,N,N
1433,1f4db8abb8fe7c277fe8ef5ec0cbb695,1022,83.06,59.0,59.0,文學院,中國文學系,Y,Y,Y,N,N,Y,A001,N,N
1434,1f4db8abb8fe7c277fe8ef5ec0cbb695,1031,82.05,54.0,54.0,文學院,中國文學系,Y,Y,Y,N,N,Y,A001,N,N
1435,1f4db8abb8fe7c277fe8ef5ec0cbb695,1032,82.41,60.0,60.0,文學院,中國文學系,Y,Y,Y,N,N,Y,A001,N,N
1436,1f4db8abb8fe7c277fe8ef5ec0cbb695,1041,81.81,49.0,49.0,文學院,中國文學系,Y,Y,Y,N,N,Y,A001,N,N
1437,1f4db8abb8fe7c277fe8ef5ec0cbb695,1042,81.85,57.0,57.0,文學院,中國文學系,Y,Y,Y,N,N,Y,A001,N,N
1438,1f4db8abb8fe7c277fe8ef5ec0cbb695,1051,78.67,33.0,33.0,文學院,中國文學系,Y,Y,Y,N,N,Y,A001,N,N
1439,1f4db8abb8fe7c277fe8ef5ec0cbb695,1052,77.33,20.0,20.0,文學院,中國文學系,Y,Y,Y,N,N,Y,A001,N,N
1440,1f4e5dbc82acd997268bf458599228c9,1021,90.0,98.0,98.0,文學院,中國文學系,Y,Y,N,N,N,Y,A001,N,N
1441,1f4e5dbc82acd997268bf458599228c9,1022,87.32,85.0,85.0,文學院,中國文學系,Y,Y,N,N,N,Y,A001,N,N
1442,1f4e5dbc82acd997268bf458599228c9,1031,94.2,98.0,98.0,文學院,中國文學系,Y,Y,N,N,N,Y,A001,N,N
1443,1f4e5dbc82acd997268bf458599228c9,1032,88.05,84.0,84.0,文學院,中國文學系,Y,Y,N,N,N,Y,A001,N,N
1444,1f4e5dbc82acd997268bf458599228c9,1041,92.89,98.0,98.0,文學院,中國文學系,Y,Y,N,N,N,Y,A001,N,N
1445,1f4e5dbc82acd997268bf458599228c9,1042,86.94,81.0,81.0,文學院,中國文學系,Y,Y,N,N,N,Y,A001,N,N
1446,1f4e5dbc82acd997268bf458599228c9,1051,92.0,94.0,94.0,文學院,中國文學系,Y,Y,N,N,N,Y,A001,N,N
1447,1f4e5dbc82acd997268bf458599228c9,1052,91.77,97.0,97.0,文學院,中國文學系,Y,Y,N,N,N,Y,A001,N,N
1448,1f67a338202138e9d68f7c43db4f3978,1021,82.11,49.0,49.0,文學院,法國語文學系,Y,Y,N,Y,N,N,A003,N,N
1449,1f67a338202138e9d68f7c43db4f3978,1022,79.2,35.0,35.0,文學院,法國語文學系,Y,Y,N,Y,N,N,A003,N,N
1450,1f67a338202138e9d68f7c43db4f3978,1031,78.33,18.0,18.0,文學院,法國語文學系,Y,Y,N,Y,N,N,A003,N,N
1451,1f67a338202138e9d68f7c43db4f3978,1032,75.43,14.0,14.0,文學院,法國語文學系,Y,Y,N,Y,N,N,A003,N,N
