S_ID,學院,科系,性別,國籍,入學方式,參加社團,系學會社團,學術型社團,康樂性社團,聯誼性社團,服務性社團,工讀學期,住宿學期數,1/2不及格次數,獎勵數量,懲處數量,畢業成績排名區間,離校學年,離校學期,工作狀況,工作單位,工作職業類型,平均月收
1b50ecf8981642f36a4361c9fac0ca73,地球科學學院,大氣科學學系大氣物理碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,3,0,0,0,7.0,101,1012,全職工作,非營利機構,科學、技術、工程、數學類,45k~50k
1b51071a579d7d2cc5c19c5f5c4b41d6,理學院,化學學系碩士班,男,中華民國,台聯大碩士聯招(一般生),N,N,N,N,N,N,2,0,0,0,0,9.0,104,1042,,,,
1b5192f010cc153eed76d1f18a54082b,管理學院,資訊管理學系,女,中華民國,繁星推薦,N,N,N,N,N,N,0,7,0,0,1,7.0,104,1042,,,,
1b519683b2e777259c28932075b90f6c,文學院,法國語文學系碩士班,女,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,3,0,0,0,7.0,105,1051,,,,
1b563dbeea26d3f1e124a00bb6dcc77a,地球科學學院,大氣科學學系,男,中華民國,學士班(指考分發/聯考),Y,Y,N,N,N,N,7,10,0,0,0,10.0,105,1052,部分工時,目前非就業中,,
1b57a343a502dc33b0e28844d8a1f2d4,生醫理工學院,生命科學系,男,中華民國,學士班(指考分發/聯考),Y,Y,N,N,N,N,0,11,0,0,0,8.0,105,1052,全職工作,學校（包括公立及私立大學、高中、高職、國中小…等）,科學、技術、工程、數學類,22k以下
1b5847d9813dcf750f3869b3df3b55f2,理學院,數學系碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,5,0,0,0,4.0,102,1022,部分工時,目前非就業中,,
1b5a5c9a103d07f458e6787e610b1edc,文學院,法國語文學系,女,中華民國,學士班申請入學,N,N,N,N,N,N,2,6,0,0,3,1.0,104,1042,全職工作,學校（包括公立及私立大學、高中、高職、國中小…等）,教育與訓練類,31k~34k
1b6021f2a9189389bdd78421f1964ec1,理學院,化學學系碩士班,男,中華民國,台聯大碩士聯招(一般生),N,N,N,N,N,N,0,3,0,0,0,9.0,102,1022,,,,
1b684147da6ecb98d547fb74884b2795,文學院,中國文學系,女,中華民國,學士班(指考分發/聯考),Y,Y,N,N,N,N,5,4,0,0,0,9.0,105,1052,,,,
1b6af4a8fd0ac285904aa4d19e0c2be5,資訊電機學院,資訊工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,3,3,0,0,0,5.0,104,1042,全職工作,企業（包括民營企業或國營企業…等）,資訊科技類,43k~46k
1b70e57d23592fc2165ebcb69626a28a,管理學院,產業經濟研究所碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,4,0,0,2,10.0,102,1022,部分工時,目前非就業中,,
1b7ef3095f0d93b57962fb4b11077dc5,地球科學學院,大氣科學學系大氣物理碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,1,4,0,0,0,8.0,101,1012,部分工時,目前非就業中,,
1b8004147e1d91a50de6413bcf7c78a9,文學院,中國文學系碩士在職專班,女,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,6.0,103,1032,,,,
1b81f55b18e9d120f48e18ef14e2e47b,工學院,土木工程學系碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,2,0,0,0,4.0,103,1031,全職工作,企業（包括民營企業或國營企業…等）,建築營造類,34k~37k
1b89f2b5791031e44663759d4b0c693d,理學院,理學院學士班,女,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,4,0,0,1,4.0,102,1022,,,,
1b8acb06e7f2f71b2e65f0ff19bb181a,管理學院,企業管理學系博士班,男,中華民國,博士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,3.0,105,1052,部分工時,請問您1週工作時數約_小時,藝文與影音傳播類,80k~85k
1b940fc1e2e52162ec5aeaf398d0727e,文學院,學習與教學研究所碩士班,女,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,6,3,0,0,0,4.0,106,1062,,,,
1b9585e4bc89362c582abe5279c2ba6c,生醫理工學院,生命科學系,女,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,8,0,0,0,4.0,104,1042,,,,
1b960a40a34ff9230a7b4433a6bb0191,資訊電機學院,電機工程學系碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,2,0,0,0,0,2.0,106,1062,,,,
1b9a6da5d214378c7ada5df889b8f0f6,管理學院,資訊管理學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,1,7,0,0,0,4.0,104,1042,部分工時,目前非就業中,,
1b9bd0e984277a0a89609d72b83e9ae9,管理學院,企業管理學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,6,0,0,1,6.0,101,1011,部分工時,請問您1週工作時數約_小時,教育與訓練類,20k以下
1b9ca150f46851d4a799194945fd2344,工學院,機械工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,7.0,104,1041,,,,
1ba18ac056aa93682de2f496232d24c6,工學院,土木工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,4,1,1,0,10.0,102,1022,,,,
1ba4a0df988ec6e67c74420e1530db3b,工學院,機械工程學系光機電工程碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,8.0,103,1031,,,,
1bae5e9241ffd1ccc45f3b2e66f5d95f,理學院,光電科學與工程學系,男,中華民國,繁星推薦,N,N,N,N,N,N,1,9,0,0,0,3.0,103,1032,,,,
1bb6c57ef76c055d2cf6b550dd3de36a,管理學院,財務金融學系,女,中華民國,學士班(指考分發-外加名額),N,N,N,N,N,N,0,6,1,0,0,10.0,102,1022,全職工作,企業（包括民營企業或國營企業…等）,資訊科技類,37k~40k
1bbbf81d50392b8bb10d1f6c6be7e883,管理學院,人力資源管理研究所碩士在職專班,女,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,5.0,102,1022,全職工作,企業（包括民營企業或國營企業…等）,企業經營管理類,60k~65k
1bbf3f4ff415b2fa123a99aa39c2a53e,管理學院,資訊管理學系碩士班,女,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,1,0,0,0,8.0,101,1012,全職工作,企業（包括民營企業或國營企業…等）,資訊科技類,45k~50k
1bc34e3cb326531b5008fa5ed4616d11,資訊電機學院,通訊工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,3,8,0,0,0,4.0,102,1022,部分工時,目前非就業中,,
1bc5446b984b5822155d34237cd452d5,工學院,機械工程學系碩士在職專班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,8.0,101,1011,,,,
1bd1da2b272663e4a1df281496b42c73,地球科學學院,大氣科學學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,8,0,0,0,2.0,101,1012,部分工時,目前非就業中,,
1bd368ae09d1d14004d71430f84e921d,工學院,土木工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,6.0,103,1032,,,,
1bd70ee7bcf372ee3890f21d581961f6,資訊電機學院,電機工程學系碩士在職專班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,2.0,101,1012,全職工作,企業（包括民營企業或國營企業…等）,科學、技術、工程、數學類,不方便回答
1bdc780520393e93b045eb455f3fcc2b,工學院,機械工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,8,0,0,3,5.0,102,1022,,,,
1bddbf5372b15c30a21ba2dd78aaf570,地球科學學院,地球科學學系,女,中華民國,學士班轉學(大二),N,N,N,N,N,N,0,8,0,0,4,,103,1032,全職工作,企業（包括民營企業或國營企業…等）,教育與訓練類,37k~40k
1be11ddac040a3824f0f1fdb822bb143,理學院,物理學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,5,5,0,0,0,3.0,104,1042,部分工時,目前非就業中,,
1be7aa8f5051b68c56f65bdd26b85e3d,工學院,機械工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,2,8,0,0,0,5.0,104,1042,部分工時,目前非就業中,,
1beab67bc307a24879e5825237a59d4a,管理學院,工業管理研究所碩士在職專班,女,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,7.0,105,1052,,,,
1beca2ba263920f0761c14bf93638a33,工學院,機械工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,3,0,0,0,5.0,101,1012,全職工作,企業（包括民營企業或國營企業…等）,製造類,70k以上
1bf007757667be6a3430a45689c7abbe,工學院,機械工程學系光機電工程碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,4,0,0,0,0,5.0,106,1062,,,,
1bf011e684a111addad27c429807c097,資訊電機學院,資訊工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,10.0,105,1052,部分工時,目前非就業中,,
1bf467defed354077831a1c2cdfbfe08,文學院,法國語文學系,女,中華民國,學士班申請入學,N,N,N,N,N,N,0,6,0,0,0,2.0,103,1032,全職工作,企業（包括民營企業或國營企業…等）,休閒與觀光旅遊類,28k~31k
1bf53ecba90d5847bfb625f3d35d064c,地球科學學院,應用地質研究所碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,2,3,0,0,0,3.0,104,1042,全職工作,企業（包括民營企業或國營企業…等）,政府公共事務類,34k~37k
1bf561c6e12b5bb704b1d3d938cdeb71,管理學院,管理學院高階主管企管碩士班,女,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,10.0,103,1032,,,,
1bf6ba6f8ab06662f490450fc2e9dc15,資訊電機學院,資訊工程學系,女,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,8,0,0,0,3.0,102,1022,,,,
1bfaa5fd45c8f31073a4450338c46732,文學院,法國語文學系,女,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,7,0,0,0,1.0,103,1032,,,,
1bfe408210f86f16a3f1f9154dffd8f6,管理學院,資訊管理學系,女,中華民國,學士班申請入學,N,N,N,N,N,N,5,8,0,0,0,5.0,106,1062,,,,
1bfe5d2ab4de6914139a49951ede7af2,資訊電機學院,資訊工程學系博士班,男,中華民國,博士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,6.0,104,1042,全職工作,學校（包括公立及私立大學、高中、高職、國中小…等）,資訊科技類,70k~75k
1c0ae3bb44fd43e07c2546ca4d78df67,文學院,法國語文學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,11,0,0,0,10.0,104,1042,,,,
1c0f3b26f14a3af09b35b948b9330e4f,管理學院,人力資源管理研究所碩士在職專班,女,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,1.0,104,1042,,,,
1c0f5f9c3611d878d2b5b694e302d6ad,工學院,土木工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,4.0,103,1032,全職工作,政府部門（含職業軍人）,資訊科技類,40k~45k
1c108be79fc4b1212e753929d04f99bf,管理學院,經濟學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,2,1,0,0,0,8.0,106,1061,,,,
1c115ef64c797ebd39c79abbbd822c97,工學院,土木工程學系,男,中華民國,學士班申請入學,N,N,N,N,N,N,4,6,0,0,0,2.0,104,1042,部分工時,目前非就業中,,
1c11b4e3fc633240981687ae93221c6b,工學院,化學工程與材料工程學系碩士班,女,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,3,0,0,0,3.0,104,1042,,,,
1c158caa0ee224b0e4116314a6e539a0,生醫理工學院,生命科學系,男,中華民國,學士班(指考分發/聯考),Y,N,Y,N,Y,N,0,11,1,0,0,10.0,106,1062,,,,
1c179856caf60232b3e55648e3480635,資訊電機學院,通訊工程學系碩士班,男,中華民國,台聯大碩士聯招(一般生),N,N,N,N,N,N,0,0,0,0,0,7.0,102,1022,部分工時,目前非就業中,,
1c1813e4756c028454f30ad73ea1b74b,地球科學學院,太空科學研究所碩士班,女,中華民國,碩士班招生(一般生),N,N,N,N,N,N,8,0,0,0,0,5.0,106,1062,,,,
1c20720b25a05995e58178c12a6f4d14,工學院,化學工程與材料工程學系,女,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,1,2,0,0,0,3.0,102,1022,,,,
1c208036fc1ff64c6388c2946ce97ff4,理學院,數學系,男,中華民國,學士班申請入學,Y,Y,N,N,Y,N,0,10,1,0,0,9.0,106,1062,,,,
1c237c9028e395e59d6f8f02fd2916ab,工學院,化學工程與材料工程學系碩士班,女,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,6.0,102,1022,,,,
1c264ebed7d5b84f28acfa7afbc22477,地球科學學院,地球科學學系地球物理碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,6.0,101,1012,,,,
1c268ca2c1b1b0bcf51a68e9433188fb,管理學院,管理學院高階主管企管碩士班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,10.0,102,1022,,,,
1c27076b1bd268c9508edbe7f88e634d,管理學院,企業管理學系,女,中華民國,學士班申請入學,N,N,N,N,N,N,0,4,0,0,0,8.0,105,1052,全職工作,企業（包括民營企業或國營企業…等）,資訊科技類,28k~31k
1c2722e796b50958da6a3e354c660c91,地球科學學院,大氣科學學系,男,中華民國,繁星推薦,N,N,N,N,N,N,7,8,0,0,0,3.0,104,1042,部分工時,目前非就業中,,
1c27c84b2ef44f538b315d42f24c2f62,地球科學學院,地球科學學系地球物理碩士班,女,印度,碩士外籍生申請,N,N,N,N,N,N,0,3,0,0,0,6.0,103,1032,,,,
1c2bd447c91efcddec37d3e52dffb8ef,地球科學學院,地球科學學系,男,中華民國,學士班申請入學,Y,N,N,N,Y,N,7,11,0,0,5,4.0,105,1052,,,,
1c2dc7a9e2a77e4de74558e52b2cefa2,理學院,數學系碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,2,0,0,0,0,5.0,106,1062,,,,
1c2ed2e60c8bc3837e247f4255a32ee5,工學院,機械工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,9,0,0,0,2.0,102,1022,,,,
1c311d0ee6ee0b0f351da8f26d6aeb7e,地球科學學院,大氣科學學系大氣物理碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,4,0,0,0,9.0,103,1031,部分工時,目前非就業中,,
1c35ea2258e2d5f6123b5f9af7e11e38,工學院,機械工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,8,0,0,0,9.0,101,1012,,,,
1c41464c26dd9c5e5e4f8fbdda9af1c8,管理學院,資訊管理學系碩士在職專班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,6.0,101,1012,全職工作,企業（包括民營企業或國營企業…等）,金融財務類,不方便回答
1c471d648afedf6f9806ebf307dafe0c,資訊電機學院,資訊工程學系碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,0,0,0,0,4.0,103,1032,全職工作,企業（包括民營企業或國營企業…等）,資訊科技類,55k~60k
1c4a11fac17a10514b28754726ad9504,管理學院,資訊管理學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,2,7,0,0,0,3.0,104,1042,,,,
1c54c6735c0230ab81b13fe52ec743e9,工學院,機械工程學系碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,3,0,0,0,0,7.0,105,1052,部分工時,目前非就業中,,
1c568d78564c07d28b8798d13fb3db1c,地球科學學院,應用地質研究所碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,3,3,0,0,0,3.0,104,1042,部分工時,目前非就業中,,
1c5738220cc62897494c3d0207d40f6d,理學院,物理學系,男,中華民國,學士班(指考分發/聯考),Y,Y,N,Y,N,N,4,9,0,0,0,9.0,106,1062,,,,
1c590528642efcb623b385e18604ce87,文學院,中國文學系碩士班,女,中華民國,碩士班招生(一般生),N,N,N,N,N,N,9,6,0,0,0,3.0,102,1021,部分工時,目前非就業中,,
1c597cf82385caad9786b4f75867b4cb,管理學院,經濟學系,男,中華民國,學士班轉學(大三),N,N,N,N,N,N,0,4,0,0,0,,104,1042,部分工時,目前非就業中,,
1c5c2bef2a5ce25c8abd30b3ce616342,地球科學學院,大氣科學學系,男,中華民國,學士班(指考分發/聯考),Y,N,N,N,Y,Y,4,6,0,0,0,5.0,106,1062,,,,
1c5e799e1cf3158fe16ffabd2b8cd361,工學院,化學工程與材料工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,4,0,0,0,0,5.0,105,1052,部分工時,目前非就業中,,
1c60ca46553c6a6a0680846fa3c304ff,地球科學學院,地球科學學系,男,中華民國,學士班申請入學,N,N,N,N,N,N,1,9,0,0,0,4.0,106,1062,,,,
1c63d548b9a7fdcb935eb00afa7e0766,工學院,機械工程學系光機電工程碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,4,0,0,0,1.0,104,1041,,,,
1c662cff73bb7996931a4a3dece8adb3,地球科學學院,地球科學學系,男,香港,學士班僑生(海招會-聯合分發),N,N,N,N,N,N,0,4,2,1,1,10.0,103,1031,,,,
1c726075cf8d0aeabbf5d909c546303f,理學院,數學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,3,0,0,0,5.0,101,1012,部分工時,目前非就業中,,
1c7c81a8bc1c2f45973d0f4b81aa30a0,工學院,能源工程研究所碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,7,4,0,0,0,6.0,106,1061,,,,
1c854e87a8dcbd10a3da677ac2c68f95,理學院,光電科學與工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,10,0,0,0,7.0,104,1042,,,,
1c85f22c258ba8fb30c923595d0d2475,資訊電機學院,電機工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,8,0,0,0,6.0,102,1022,部分工時,目前非就業中,,
1c88c4fd65f54669bb6b77fac3c8448c,資訊電機學院,電機工程學系,男,中華民國,學士班申請入學,Y,Y,N,N,Y,N,4,9,0,0,0,6.0,105,1052,部分工時,目前非就業中,,
1c8d113b94b75046335381d8448d1d3a,資訊電機學院,資訊工程學系,男,中華民國,學士班身心障礙生甄試,N,N,N,N,N,N,3,8,0,0,0,9.0,105,1052,全職工作,企業（包括民營企業或國營企業…等）,資訊科技類,34k~37k
1c8e637c552b0989b2ba02d6d365b6f6,工學院,環境工程研究所碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,0,0,0,0,4.0,101,1011,全職工作,企業（包括民營企業或國營企業…等）,科學、技術、工程、數學類,34k~37k
1c933d0a7643e1d4f6f2b558e0bd06b9,資訊電機學院,通訊工程學系碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,4,0,0,0,0,6.0,105,1051,,,,
1c94931564701a19175afe617d01800f,理學院,化學學系碩士班,女,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,5,0,0,0,0,4.0,105,1052,全職工作,企業（包括民營企業或國營企業…等）,製造類,52k~55k
1c97007e62343c7f50acceab4039e84c,管理學院,財務金融學系碩士班,女,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,4,0,0,0,0,10.0,106,1062,,,,
1c9e635115b744a7224897eac20d4803,管理學院,企業管理學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,4,1,0,0,10.0,103,1032,,,,
1ca43d6413b38901a953de35ab5d0f10,理學院,光電科學與工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,2,0,0,1,9.0,103,1032,,,,
1ca8bfbf78b86edc4c45899a4c762ba8,理學院,物理學系碩士班,男,菲律賓 ,碩士外籍生申請,N,N,N,N,N,N,0,1,0,0,0,7.0,105,1052,,,,
1cacae2067718cceace063e675afc4ed,管理學院,企業管理學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,1,1,0,0,0,8.0,106,1062,,,,
1cacca857c8fa9f2febd4bb20de8cd93,工學院,機械工程學系,男,中華民國,學士班繁星計畫,N,N,N,N,N,N,0,6,0,0,0,1.0,101,1012,部分工時,目前非就業中,,
1cb0001e9f66366c09e9bfbd39e66820,文學院,中國文學系,女,中華民國,學士班轉學(大三),Y,Y,N,Y,N,N,0,1,0,0,0,,105,1052,,,,
1cb2ec980d2ac68bc130beff8224d32e,管理學院,資訊管理學系,女,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,2,0,1,0,5.0,101,1012,部分工時,目前非就業中,,
1cb375d4a4c21154b8873bdc5447312e,理學院,化學學系碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,9,5,0,0,0,3.0,106,1062,,,,
1cb45a9994bd185c28b70fe7d1b4939c,資訊電機學院,電機工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,2,1,0,0,9.0,102,1022,,,,
1cb874d06cb7285da6fcdeca1a4cabe1,資訊電機學院,電機工程學系,男,中華民國,學士班申請入學,Y,Y,N,Y,N,Y,1,7,1,0,2,9.0,105,1052,部分工時,目前非就業中,,
1cb9f2fb9b222b0254d6cec610b22e6e,管理學院,管理學院高階主管企管碩士班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,6.0,104,1042,,,,
1cbb5e542ee5ee7eff10d1643997996c,工學院,機械工程學系,男,中華民國,學士班(指考分發/聯考),Y,N,N,Y,N,N,3,8,0,0,0,5.0,106,1062,,,,
1cbd1e1193258e7b78f824f536aaced5,管理學院,企業管理學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,1,0,0,0,3.0,101,1012,全職工作,企業（包括民營企業或國營企業…等）,行銷與銷售類,不方便回答
1cbe9a6b95f1a72d3224e00a93c14bc9,管理學院,企業管理學系碩士在職專班,女,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,6.0,101,1012,,,,
1cbeb89c0137dcbaa6080e1d6cd25d00,理學院,數學系,男,中華民國,學士班申請入學,Y,Y,N,Y,Y,N,0,10,0,0,0,4.0,106,1062,,,,
1ccce4abfb5b1cc3044ce713098c3060,管理學院,財務金融學系碩士在職專班,女,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,8.0,105,1052,全職工作,企業（包括民營企業或國營企業…等）,金融財務類,120k~130k
1ccf396dfdb98474ae0c3721e1aec652,工學院,機械工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,2,0,0,0,0,8.0,105,1051,,,,
1cd0f69acbbee91c7880642c18f32f2b,資訊電機學院,資訊工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,10.0,101,1011,全職工作,政府部門（含職業軍人）,科學、技術、工程、數學類,40k~45k
1cd12087e4ffa1c77ef00ecc12212cfd,地球科學學院,地球科學學系,男,中華民國,學士班申請入學,N,N,N,N,N,N,0,6,0,0,4,9.0,103,1032,部分工時,目前非就業中,,
1cd262566513c8b51f5a3a36a15fd5d4,工學院,土木工程學系碩士在職專班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,9.0,102,1022,,,,
1cd3304b3ae2a694397ca19b91d38b88,工學院,化學工程與材料工程學系,男,中華民國,學士班(指考分發/聯考),Y,Y,N,N,N,N,0,4,0,0,0,2.0,105,1052,全職工作,企業（包括民營企業或國營企業…等）,企業經營管理類,49k~52k
1cd771cb8d965bd79a4d4b4f7a5b72f1,資訊電機學院,電機工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,3,0,0,0,8.0,103,1032,全職工作,企業（包括民營企業或國營企業…等）,科學、技術、工程、數學類,45k~50k
1cdbd725656cbd6943f0bb83c5f03d56,工學院,土木工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,6,0,0,0,10.0,106,1061,,,,
1cdccfc376de559eae1acd18cfa414fd,生醫理工學院,生醫科學與工程學系系統生物與生物資訊碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,2,0,0,0,10.0,105,1052,,,,
1cdd3b164648b3e6f601c4cef1bd0ea7,工學院,機械工程學系,男,中華民國,學士班申請入學,Y,Y,N,Y,Y,N,0,11,1,0,1,7.0,105,1052,部分工時,目前非就業中,,
1ce1ef1fc083b3997e65c9bd0605a735,理學院,數學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,4,0,0,0,6.0,101,1012,部分工時,目前非就業中,,
1ce33d4ea416e076b137adfc5bc60887,管理學院,人力資源管理研究所碩士在職專班,女,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,1.0,101,1012,全職工作,企業（包括民營企業或國營企業…等）,製造類,55k~60k
1ce44da99dbab15f2f175d5f3e3339d7,工學院,土木工程學系博士班,男,中華民國,博士班招生(一般生),N,N,N,N,N,N,0,7,0,0,4,5.0,102,1021,,,,
1ce7db843f9260d441fa5019461edc74,管理學院,財務金融學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,5,0,0,0,0,6.0,105,1052,全職工作,企業（包括民營企業或國營企業…等）,金融財務類,43k~46k
1ced8bc24304812fbead426c583f3251,理學院,化學學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,5,0,0,1,5.0,103,1032,部分工時,目前非就業中,,
1cedaec49f0025d8d88532c1d9bb1e49,理學院,物理學系,男,中華民國,繁星推薦,Y,Y,N,N,N,N,8,12,0,0,0,7.0,105,1052,部分工時,目前非就業中,,
1cf134499cd578ddfc1c28443f727724,工學院,機械工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,8.0,102,1022,全職工作,企業（包括民營企業或國營企業…等）,製造類,40k~45k
1cf21667c920491f7e42705b87f6289d,管理學院,企業管理學系碩士班,女,印尼,碩士班雙聯學制,N,N,N,N,N,N,1,2,0,0,0,3.0,105,1052,,,,
1cf416157c475672b4f93debab9ca642,工學院,土木工程學系,女,中華民國,學士班申請入學,Y,Y,N,N,N,N,1,4,0,0,2,7.0,106,1062,,,,
1cfb3578dbed387369113565ccc6f14f,管理學院,管理學院高階主管企管碩士班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,9.0,102,1022,,,,
1cfe261247417c0756ad1d506a6127f6,資訊電機學院,電機工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,8,0,0,1,4.0,103,1032,,,,
1cfe88de1cf23379357d0e84a9231f38,工學院,土木工程學系,男,澳門,學士班僑生(海招會-聯合分發),N,N,N,N,N,N,0,4,0,0,1,5.0,101,1012,,,,
1cfe9818ed6270eddba3b3a476a599b9,資訊電機學院,通訊工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,0,0,0,0,1.0,102,1022,部分工時,目前非就業中,,
1d00baaebe3972e3626dce8386f51d84,地球科學學院,地球科學學系,女,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,7,0,0,7,3.0,102,1022,全職工作,學校（包括公立及私立大學、高中、高職、國中小…等）,企業經營管理類,31k~34k
1d010fecb218fa757c5892a9e9fa7d0d,文學院,中國文學系戲曲碩士班,女,中華民國,碩士班招生(一般生),N,N,N,N,N,N,7,1,0,0,0,10.0,103,1032,部分工時,目前非就業中,,
1d030827f7ed84ed15b6a56a441c03b5,文學院,英美語文學系碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,0,0,0,0,9.0,103,1032,,,,
1d05e6fd979b0001c787b0a864e7e288,管理學院,財務金融學系,女,馬來西亞,學士班僑生(海招會-聯合分發),N,N,N,N,N,N,3,9,0,0,0,8.0,103,1032,,,,
